accident_cause,driver_age,hour,vehicles_involved,casualties,accident_area,lanes,driving_experience,casualty_age,vehicle_movement
0.507159990502202,2.4928400094977983,15.1690533301674,1.0,0.0,6.507159990502202,4.338106660334802,1.6618933396651987,5.0,2.0
11.275296762581064,0.7247032374189357,11.637648381290532,1.0,0.0,7.0,0.6376483812905321,2.637648381290532,1.9129451438715965,2.637648381290532
12.740068592604672,1.1732876049302194,19.34657520986044,1.0866438024651097,0.3465752098604389,5.653424790139561,3.91335619753489,3.8267123950697806,0.08664380246510972,0.9133561975348903
16.0,1.4285803906696666,21.04761307288689,1.0,1.0,6.0,2.571432156267867,2.0952261457737777,0.0,2.0
0.0,3.0,18.920583719089088,1.0,0.0,6.0,3.8411674381781733,2.0794162809109134,1.0,2.0
9.665661219584765,1.3343387804152358,11.665661219584765,0.6656612195847643,0.0,6.665661219584765,4.0,1.3313224391695286,5.0,2.6686775608304716
3.0,0.0,18.773471354773,1.0,0.0,6.773471354773001,1.2265286452269994,2.7734713547730006,4.0,3.546942709546001
10.009593982297929,2.4952030088510355,19.495203008851036,0.0,0.0,9.476015044255178,3.980812035404142,3.4952030088510355,3.990406017702071,3.4952030088510355
0.6154768902618886,2.0,10.538092438952447,1.6154768902618886,0.7690462194762229,6.615476890261888,2.0,0.0,1.8464306707856657,2.0
1.0,0.7829979972271122,7.391498998613556,2.0,1.3914989986135562,6.0,2.0,2.2170020027728876,1.0,2.0
12.0,0.0,13.65396949040547,0.34603050959453174,0.6539694904054683,9.0,4.6920610191890635,3.3079389808109365,4.3079389808109365,2.0
9.0,1.7819407152267535,16.65417785431974,0.7819407152267533,0.0,6.781940715226753,5.34582214568026,3.7819407152267535,4.563881430453507,5.909703576133767
10.550013532443543,1.0,17.72499323377823,1.0,2.0,8.449986467556457,3.449986467556457,1.550013532443543,5.0,1.7249932337782286
2.3462359263046015,2.0,9.346235926304601,1.3268820368476992,0.6537640736953985,6.6731179631523005,3.3462359263046015,1.6731179631523008,3.692471852609203,2.0
10.739747077227356,0.3698735386136779,15.0,1.0,0.0,6.630126461386322,2.7397470772273556,0.6657723695046203,0.6301264613863221,8.260252922772644
0.0,0.0,15.0,0.9202429582789715,0.0,8.840485916557943,1.9202429582789715,3.9202429582789717,3.680971833115886,8.441700707952801
3.0,3.723689220094931,18.72368922009493,0.0,0.0,6.1381553899525345,3.0342135320569588,0.27631077990506925,0.13815538995253462,2.0
2.2552416232177785,0.0,21.117137565173334,1.2552416232177785,2.510483246435557,7.882862434826668,3.2552416232177785,1.3723791883911107,5.0,8.255241623217778
16.150995140304275,0.9245024298478619,15.773507289543586,0.9245024298478619,0.0,6.0,2.0,2.8943034017870066,5.0,2.0
0.6209697383540197,2.862909215062059,13.241939476708039,1.0,0.0,5.75806052329196,2.37903026164598,1.3790302616459802,0.6209697383540197,3.2419394767080396
10.060642077451675,3.8180737676449743,4.2425683098067015,0.06064207745167527,0.0,8.87871584509665,3.9393579225483246,2.5272295070579895,5.0,2.0
1.0,1.6719770315200635,4.746017226359952,1.8359885157600317,0.0,1.4179942578800158,2.2539827736400477,3.4179942578800158,5.0,2.0
10.662364812079668,1.0,19.0,2.0,4.0,7.0,1.3311824060398343,0.6623648120796684,1.0,4.006452781880498
16.40640386505178,0.0,16.187192269896443,0.5935961349482209,0.0,7.474876907958577,2.0,1.305911496886086,4.406403865051779,2.0
0.2788029623860301,0.2788029623860301,16.44239407522794,1.2788029623860302,0.0,6.776957630091176,2.0,1.5576059247720602,2.16359111284191,2.72119703761397
10.311911076951306,0.0,19.0,1.311911076951306,0.6880889230486941,6.688088923048694,1.3761778460973881,2.376177846097388,3.376177846097388,2.0
0.6306243738653324,1.0,14.0,0.6306243738653324,0.0,6.3693756261346675,4.738751252269335,2.243250751361601,3.5224974954613297,1.3693756261346675
0.0,0.3443459376579372,8.344345937657938,1.8278270311710314,1.6556540623420628,2.6886918753158744,2.344345937657937,2.862261624936825,0.1721729688289686,2.0
10.0,0.6485800142729801,13.32429000713649,0.16214500356824502,0.0,6.0,2.32429000713649,0.291861006422841,5.0,2.0
10.811267671728237,0.5471830820679408,16.90563383586412,1.0,0.0,8.09436616413588,0.0,0.5471830820679408,5.0,2.0
9.0,0.6594385611161038,12.318877122232207,0.6594385611161038,0.0,6.0,2.6811228777677925,2.6811228777677925,0.6594385611161038,2.6811228777677925
9.038089415139739,0.0,20.0,2.0,1.1142682454192179,7.0,5.847642339441043,1.9619105848602607,0.0,2.0
0.0,1.5780693692682202,13.734208107804662,0.4219306307317797,0.4219306307317797,4.109653153658899,1.1561387385364406,1.5780693692682202,3.57806936926822,2.57806936926822
9.0,1.7649392396719135,12.0,0.23506076032808665,0.4701215206561733,6.7649392396719135,2.0,1.7649392396719135,0.0,7.7051822809842605
12.650437758125872,2.0,20.0,1.0,1.0,4.349562241874129,2.0,0.2330414945827528,5.0,3.7669585054172474
3.0,1.7792180546312943,11.558436109262589,0.0,0.0,4.0,4.889609027315647,0.8896090273156472,3.6688270819469415,3.0
1.0,1.0,7.633107541398839,0.7337849172023203,0.36689245860116015,6.0,0.7337849172023203,1.7337849172023203,5.0,2.0
9.370969668648753,1.7419393372975054,16.887090994053743,0.3709696686487527,0.0,7.741939337297506,3.4838786745950108,1.6290303313512473,0.0,2.0
0.4273279014973065,3.1424426338324354,17.857557366167566,0.284885267664871,0.1424426338324355,2.569770535329742,2.0,1.1424426338324354,5.0,2.0
12.960416270474102,1.0395837295258978,13.881248811422306,1.9604162704741022,0.0,6.039583729525898,2.0791674590517957,2.9208325409482043,5.0,2.960416270474102
0.7014491379846196,1.2985508620153805,9.0,0.0,0.2985508620153804,6.2985508620153805,3.104347413953859,2.280579655193848,5.0,2.0
9.882943541035413,1.8829435410354134,14.117056458964587,1.0,0.0,6.117056458964587,3.765887082070827,0.23411291792917321,1.3511693768937598,2.0
15.492119402064269,0.8730298505160673,6.761820896903596,1.0,0.0,6.873029850516067,1.7460597010321346,3.873029850516067,0.0,2.0
1.37500029269397,0.18750014634698497,11.0,1.0,0.0,7.37500029269397,6.0,3.0,0.0,2.0
1.9022535168603976,2.804507033720795,11.488732415698012,3.0,5.0,9.0,4.0,1.0977464831396024,5.0,1.8045070337207951
3.3746074795696934,0.6253925204303068,11.126962602151533,1.3746074795696932,0.0,8.250785040860613,3.2507850408606136,1.224764487741816,5.0,2.0
1.0,0.422004805848588,15.733985582454237,1.5779951941514119,0.0,6.346797116490847,4.0,0.7596086505274584,5.0,1.5779951941514119
14.201711722771355,2.201711722771355,16.201711722771357,1.0,0.7339039075904518,8.467807815180903,4.532192184819096,2.4678078151809038,5.0,9.0
12.559250599628424,2.2370023985136935,13.118501199256848,1.0,0.8814988007431532,9.0,2.7051990405945228,1.2303513191825315,5.0,1.7629976014863065
9.467579993804401,3.376560008260799,2.1558599979348,0.1558599979348002,0.8441400020651998,7.0,2.623439991739201,2.1558599979348,1.0,2.0
3.7083176201745447,1.0729205949563638,18.072920594956365,1.0729205949563638,0.0,6.160425308904,2.1458411899127277,2.072920594956364,3.072920594956364,1.9270794050436362
9.487476144653442,3.0,0.0,0.5125238553465584,0.0,7.0,0.0,1.0,2.437380723267208,2.0
10.866494169774395,0.43324708488719754,12.0,1.0,3.2997412546615927,9.166235424435987,2.0,1.4332470848871974,1.7002587453384073,2.0
2.4856001393202543,1.0,16.257199930339873,0.2571999303398729,0.7428000696601271,7.0,3.4856001393202543,1.9485600139320254,0.0,2.0
0.48639962136288073,0.48639962136288073,16.51360037863712,0.48639962136288073,0.0,5.0272007572742385,4.9727992427257615,2.0,0.48639962136288073,2.0
9.244358820805697,2.5037607861295355,11.496239213870464,1.0,0.0,3.2518803930647677,1.7556411791943036,1.2518803930647677,2.2443588208056964,3.259401965323839
9.50786273634383,1.4921372636561694,14.539313681719152,0.5078627363438305,0.0,7.0,2.0,1.4921372636561694,2.031450945375322,7.0
11.395854198421661,1.6979270992108302,9.0,1.0,0.0,6.302072900789169,1.6979270992108302,1.2082916031566788,5.0,2.0
1.253896958325123,4.0,12.582034347224958,0.8359313055500819,0.0,8.164068694449918,4.835931305550082,2.0,5.0,2.417965652775041
1.0,2.0533439691141555,12.266719845570776,1.0533439691141555,0.0,8.89331206177169,2.0,0.11735673205114194,5.0,1.8106687938228312
10.887983853983112,0.0,12.0,3.663951561949335,1.1120161460168883,5.224032292033776,2.0,1.0,4.775967707966224,3.7759677079662235
0.0,0.923030483298175,1.0,2.0,2.0,6.230757620824543,2.0,1.4615152416490875,0.23075762082454376,2.0
9.552419265330418,1.447580734669582,11.552419265330418,0.0,0.0,6.276209632665209,4.0,0.27620963266520904,5.0,3.447580734669582
11.966238028865606,0.7584404927835986,9.207797536082007,1.0,0.7584404927835986,0.2415595072164014,3.516880985567197,1.7584404927835986,0.0,1.2415595072164014
0.8385371897975978,0.16146281020240216,8.0,0.0,0.0,9.0,5.6770743795951955,1.8385371897975977,0.6458512408096087,1.0
10.906587380410512,0.0,19.818682523917897,0.18131747608210236,1.0,8.637365047835795,1.1813174760821024,2.0,0.18131747608210236,7.730777667425284
10.0,1.7887773850267128,16.605611307486644,1.3943886925133564,1.0,8.211222614973288,4.0,0.0,4.605611307486644,2.0
3.0,2.0,17.683210169251108,0.4389299435829642,0.0,8.122140112834071,1.1221401128340716,2.58549807898385,5.0,2.561070056417036
2.871945869169593,0.9359729345847965,13.0,1.0,0.0,6.532013532707602,3.0640270654152033,2.574389173833919,0.46798646729239823,2.0
16.45454340252754,0.5454565974724592,0.0,1.4545434025275408,0.9090868050550815,10.636369792417378,5.0909131949449185,0.8181781245495734,2.727282987362296,3.0909131949449185
11.89995014672366,2.1000498532763396,20.20009970655268,0.0,0.0,9.0,5.5998005868946406,1.0,5.0,2.0
17.82581149820909,0.17418850179090994,15.912905749104546,1.087094250895455,0.912905749104545,12.0,2.4,2.460649198567272,0.0,2.0
1.2170985505439014,0.7829014494560986,11.217098550543902,1.0,0.0,9.651295651631704,2.0,1.869740869673659,3.9145072472804934,2.0
0.0,2.6700253431505665,19.0,0.0,0.8350126715752834,2.0,4.0,4.0,5.0,3.0
0.9428771471534901,0.057122852846509864,13.885754294306981,0.9428771471534901,0.0,6.0,1.8857542943069803,0.057122852846509864,0.28561426423254943,2.0
1.0,2.1896001802491547,16.189600180249155,0.4525999549377113,0.4525999549377113,8.094800090124577,1.5474000450622887,2.357799864813134,1.357799864813134,2.0
8.50019557566075,1.0,5.000260767547667,1.0001303837738333,0.0,6.499934808113084,2.0002607675476667,2.500065191886917,4.500065191886916,3.0001303837738336
13.922589042281833,2.0387054788590833,17.0,0.038705478859083375,0.07741095771816675,9.0,3.8838835634227498,2.0,0.038705478859083375,1.0387054788590833
11.083097878101674,0.0,13.375353182847489,0.541548939050837,0.541548939050837,7.216619575620335,2.0,0.541548939050837,0.0,2.0
13.475160689166195,1.0,18.50354847297626,1.5035484729762578,0.0,6.0,0.0,1.0070969459525156,0.0,2.0
11.667745681810615,1.335491363621232,16.33549136362123,1.0,0.667745681810616,8.335491363621232,0.667745681810616,2.664508636378768,0.332254318189384,1.866450863637877
1.96837254931535,3.96837254931535,18.03162745068465,0.9683725493153501,0.0,6.03162745068465,1.9367450986307002,1.0632549013692998,4.8734901972614,2.0189764704107898
0.5669454482385073,0.8661091035229853,16.433054551761494,0.5669454482385073,1.1338908964770147,7.700836344715523,4.0,2.4330545517614928,4.0,2.0
2.965273932542158,0.0,13.310182621694771,0.0,0.0,7.689817378305229,4.951853902644183,2.0,0.3449086891526141,2.0
9.0,0.0,19.0,1.3100540893864427,1.0,6.310054089386443,2.6201081787728855,2.3100540893864427,0.0,4.930162268159329
10.0,3.0,7.0,2.0,0.9934913531153905,6.006508646884609,2.026034587538438,2.0065086468846096,0.0,3.9869827062307808
10.80105277477283,1.6021055495456573,14.19894722522717,0.19894722522717134,0.0,7.0,2.0,0.4774733405452112,4.602105549545657,9.596841675681514
0.0,0.0,11.522753157614359,0.49241561412854695,0.507584385871453,6.4924156141285465,3.015168771742906,2.984831228257094,2.5379219293572652,2.0
10.520745361386194,1.5207453613861928,10.603726806930965,0.5207453613861929,0.0,6.479254638613807,3.0414907227723855,1.5622360841585787,0.0,2.72904350594067
9.961743688170367,3.9234873763407347,15.038256311829633,0.03825631182963263,0.0,8.923487376340734,4.076512623659266,2.0765126236592653,5.0,4.114768935488898
16.28446115865582,1.715538841344182,13.715538841344182,1.5689223173116358,0.5689223173116358,6.853383475967454,4.568922317311635,1.4310776826883642,4.431077682688365,1.284461158655818
7.476696022063665,0.0,10.284955966904501,3.2383480110318326,4.04660795587267,3.523303977936335,2.0,1.7616519889681674,1.0,2.0
10.850447508655458,0.5747762456722708,10.275671262983188,2.7243287370168123,0.5747762456722708,3.126118771638646,1.1495524913445416,2.425223754327729,0.5747762456722708,2.574776245672271
12.700798461558039,0.7007984615580384,16.102395384674114,1.0,0.0,6.0,4.5984030768839235,0.8976046153258848,0.0,2.0
14.746547644656626,0.5821825482188757,8.582182548218876,1.4178174517811244,0.8356349035622486,7.0,3.671269807124497,0.4178174517811243,0.0,2.835634903562249
0.8376226168928053,2.0,9.0,0.2792075389642684,0.7207924610357316,6.720792461035732,1.2792075389642683,2.5584150779285366,5.0,2.0
1.907748095262131,2.0922519047378687,5.453874047631065,1.0,0.5461259523689345,7.0,4.0,1.907748095262131,4.546125952368935,2.0
14.875176560942059,3.250117707294706,15.875176560942059,1.0,0.37494114635264697,7.124823439057941,3.250117707294706,2.250117707294706,2.875176560942059,1.625058853647353
10.0,2.777088821170336,7.0,2.0,0.7770888211703361,6.222911178829664,2.4458223576593277,2.222911178829664,0.0,3.5541776423406723
2.517708444341287,2.678472296227525,9.35694459245505,1.0,0.8392361481137625,8.678472296227525,4.0,2.678472296227525,4.0,2.0
11.048336809997418,2.9516631900025825,17.0,1.4758315950012912,0.47583159500129124,2.9516631900025825,2.4274947850038737,3.0,0.47583159500129124,4.379157975006456
9.458052776427301,2.0,12.305368517618202,0.0,0.0,6.847315741190899,1.6946314823817987,2.0,0.15268425880910064,7.305368517618201
0.4740315823689203,2.0,11.577905252893238,1.0,1.0519368352621594,6.0,2.0,0.4740315823689203,0.0,2.0
13.329606906862775,0.5567976977124081,19.0,0.5567976977124081,0.0,4.0,2.0,2.5567976977124083,5.0,2.0
16.004719758686043,0.9952802413139549,11.014159276058136,1.0,0.0,5.9905604826279095,6.0,0.815103227795344,0.0,2.0
11.90300842407032,1.9030084240703196,8.90300842407032,1.0,0.0,6.04849578796484,2.0,0.09699157592968044,5.0,2.0
10.543379741333782,3.1849303879993283,15.543379741333782,0.27168987066689065,0.0,8.456620258666218,3.4566202586662187,2.5433797413337813,5.0,3.4566202586662187
2.737310772898444,0.0,14.131344613550779,1.0,0.0,5.737310772898444,0.7880676813046685,0.0,1.0,1.131344613550778
9.390403483697193,1.6095965163028068,21.0,0.7808069673943865,0.0,6.3904034836971935,1.2191930326056135,3.2191930326056135,5.0,1.6095965163028068
9.928751262089607,0.0,21.07124873791039,0.07124873791039277,0.14249747582078554,7.0,5.715005048358429,2.0,1.9287512620896072,2.071248737910393
3.0,2.8484379703491993,17.8484379703492,0.0,0.0,6.575781014825401,2.5090627822095195,1.1515620296508007,0.5757810148254003,2.0
14.931155578362706,0.0,18.839363016179647,1.0,0.9770518594542353,7.0,1.9770518594542352,2.0229481405457648,1.0458962810915293,2.0229481405457648
0.9743136870052852,0.9743136870052852,15.05137262598943,1.974313687005285,0.0,6.220549050395772,2.0,2.94862737401057,0.07705893898414429,2.025686312994715
11.126465378162468,1.126465378162468,7.252930756324936,0.12646537816246806,0.0,6.0,2.0,0.8735346218375319,5.0,2.0
1.4575266667643003,2.3137099998535495,8.0,0.7712366666178498,0.0,6.07451600005858,4.0,1.3660213334114402,1.6862900001464505,9.4575266667643
1.0,1.1971669557497926,7.394333911499585,1.1971669557497926,1.6056660885004148,6.197166955749792,5.21133217700083,0.0,0.591500867249378,2.0
12.0,0.36874478431666,11.0,1.0,0.0,6.0,2.0,2.63125521568334,5.0,2.0
12.317190362376943,1.6585951811884714,8.682809637623057,0.34140481881152873,0.0,7.0,1.6828096376230575,1.9757855435654137,0.6585951811884713,2.6828096376230572
9.511840521722778,3.0236810434455563,17.976318956554444,1.0,0.0,8.023681043445556,3.0236810434455563,2.511840521722778,2.5592026086138913,10.023681043445556
11.544213804580146,0.9115723908397069,19.455786195419854,1.0,0.0,7.0,3.5442138045801466,1.0,0.22789309770992672,2.0
15.04505712489995,2.283792843674963,18.477471437550026,1.0,0.23873571877501243,6.238735718775012,2.0,0.28648286253001487,0.7612642812249876,2.0
3.0,3.262752707812413,19.211741876562762,1.0,0.0,3.3137635390620654,0.0,0.5255054156248262,3.9489891687503476,2.0
3.6595522469583406,0.0,15.0,0.0,0.0,1.3404477530416592,6.0,2.0,0.6595522469583408,2.0
0.8099815950845389,0.19001840491546107,11.429944785253618,2.0,0.0,7.380036809830922,1.190018404915461,1.190018404915461,0.5700552147463832,2.0
3.0,0.2807286962112957,9.438542607577409,1.0,0.7192713037887043,2.0,3.157813911366113,2.7192713037887044,1.2807286962112956,2.0
0.0,1.0825518923388413,10.376172161491738,0.0,0.5412759461694207,7.0,2.0091929184272743,2.0,5.0,2.0
10.556626745161067,1.5566267451610667,12.773493019355733,1.4433732548389333,0.0,6.111325349032214,2.8867465096778666,1.4433732548389333,1.5566267451610667,2.0
16.790874266219976,0.6045628668900126,17.209125733780024,1.0,0.3954371331099874,7.768059931769912,3.3673005870240202,2.2372622798659925,0.6045628668900126,2.0
0.15726344724733732,0.15726344724733732,15.842736552752662,2.8427365527526627,4.213682763763313,2.660506478438817,3.6854731055053254,3.8427365527526627,0.8427365527526627,3.6854731055053254
1.0,2.1018461103742405,21.89815388962576,0.8981538896257594,0.0,6.8981538896257595,1.7963077792515187,0.20369222074848126,0.0,2.0
0.0,2.139564175056276,7.0,0.534891043764069,0.0,7.604673131292207,1.8604358249437238,1.465108956235931,0.46510895623593096,2.465108956235931
14.90041942395391,2.0995805760460895,8.46610743472812,1.3665268586820298,0.0,9.0,3.2669462826359403,3.2669462826359403,5.0,5.533892565271881
9.0,0.8733093910948075,12.253381217810386,0.8733093910948075,1.746618782189615,6.126690608905193,2.253381217810385,1.0,0.12669060890519246,10.0
10.335908408734829,4.0,12.671816817469658,0.16795420436741426,0.0,6.8320457956325855,2.0,2.1679542043674145,0.16795420436741426,2.3359084087348285
3.84072062782772,0.0,9.6018015695693,0.07963968608613992,0.9203603139138601,7.15927937217228,2.0,1.047783811651684,5.0,3.84072062782772
0.45661703339972226,1.369851100199167,17.456617033399723,1.0,0.5433829666002777,4.456617033399723,3.0867659332005557,2.543382966600278,1.630148899800833,2.0
1.833448241922218,0.27781608064073926,19.72218391935926,2.722183919359261,1.4443678387185215,5.610919596796304,2.0,2.5556321612814785,5.0,7.555632161281478
12.080516352658533,0.08051635265853319,12.0,0.9194836473414668,1.8389672946829336,8.7584509420244,3.471173835746347,0.1288261642536531,5.0,4.0
2.2869290882529674,0.0,15.069606367620548,1.0,0.0,6.356535455873516,3.3565354558735163,1.0,0.6434645441264838,2.0
9.07848080766258,1.0,12.843038384674843,0.9215191923374212,0.0,6.9215191923374215,2.156961615325158,2.0,2.156961615325158,2.0
2.1001096473555267,2.7000365491185088,10.0,1.0,0.0,3.1998538035259645,1.1998538035259645,3.460065788413316,0.2999634508814911,3.4000730982370175
10.841718998573121,1.2625784978596823,12.737421502140318,1.8417189985731215,2.683437997146243,3.1582810014268787,2.0,2.7374215021403177,2.7374215021403177,2.0
3.0,1.0,20.760876417263404,0.05978089568414946,0.0,9.0,5.880438208631701,2.0597808956841495,4.0,2.0
12.28067744619528,0.0,18.71932255380472,1.0,0.0,6.71932255380472,4.561354892390559,1.8420323385858395,1.4033872309763988,2.0
10.0,1.0623255023840774,14.062325502384077,1.0,0.0,6.0,3.875348995231845,1.1246510047681546,2.813023492847768,2.0
0.6212628527395612,1.8637885582186835,15.242525705479123,1.0,0.0,6.621262852739561,4.0,1.2425257054791223,2.6212628527395614,2.7574742945208777
3.0,0.0,19.914227243912713,0.0857727560872884,0.9142272439127116,8.828454487825423,6.0,2.1715455121745766,0.0,2.0857727560872883
9.554729615203303,0.13868240380082586,12.445270384796697,0.8613175961991741,0.0,5.445270384796697,0.8613175961991741,3.861317596199174,5.0,8.722635192398348
1.0,0.37833729879638456,18.0,1.0,0.0,6.621662701203616,2.0,2.7566745975927693,5.0,2.0
11.912763489667771,0.0,7.956381744833886,1.0,0.9563817448338857,8.869145234501657,2.087236510332229,1.0436182551661144,0.0,3.0785128592990056
1.0,2.9407310124425785,15.980243670814193,1.0,0.0,7.0,3.9604873416283857,2.0,3.0395126583716143,2.0
12.423087369853905,1.0,18.15382526029219,0.5769126301460957,0.0,4.884563150730479,0.0,1.4230873698539042,5.0,2.8461747397078083
1.0,0.10436409954439474,19.686907701366817,2.686907701366816,1.7912718009112105,7.0,2.0,2.104364099544395,5.0,6.478179502278026
10.247560886900436,0.0,13.051463467859739,0.6495121773800873,0.6495121773800873,7.259804870952035,2.7009756452398257,0.9299024354760175,0.35048782261991274,2.0
16.838113176643414,0.161886823356587,15.323773646713175,1.8381131766434131,2.6762263532868262,7.0,1.485660470069761,2.161886823356587,4.838113176643413,3.0
1.0,0.6575875199868404,20.0,2.6712062400065797,2.6575875199868406,7.0,2.0,2.0,5.0,5.3560312000328985
12.18073799527797,1.638524009444058,9.0,1.0,0.0,5.457786014166087,2.3614759905559417,0.0,4.819262004722029,2.180737995277971
9.0,1.8393006735172963,15.517902020551888,0.16069932648270358,0.0,6.160699326482703,2.0,4.517902020551889,3.6786013470345926,2.503580404110378
10.0,0.5263352430478118,19.52633524304781,1.0,0.47366475695218824,7.420994270856564,1.0526704860956235,2.0,3.4736647569521883,3.0526704860956233
10.078416865939474,1.8431662681210528,15.0,1.0,0.0,6.078416865939474,1.8431662681210528,3.0784168659394737,0.07841686593947361,2.0
2.997558575708613,1.0024414242913873,5.9987792878543065,1.0,0.0012207121456936365,7.0,4.0,2.997558575708613,4.0012207121456935,2.0
3.0,1.2506411181750834,19.749358881824918,0.7493588818249167,0.0,11.24807664547475,3.1989742109198667,3.0501282236350167,5.0,2.2506411181750834
3.742272683064401,1.0644318292338997,18.0644318292339,1.0644318292338997,0.0,6.141750024314579,2.1288636584677993,2.0644318292338997,3.0644318292338997,1.9355681707661003
1.0,1.0,17.477222638397947,1.477222638397949,0.0,3.045554723204102,2.0,0.7386113191989745,1.0,2.522777361602051
1.75941450304922,2.24058549695078,0.41352849898359334,0.5864715010164067,0.8270569979671867,9.0,1.6541139959343734,2.4135284989835935,1.8270569979671867,2.0
12.0,1.7558472244666548,17.610381938833363,1.0,1.0,8.633770836699982,1.1220763877666726,2.2441527755333452,0.0,1.8244152775533347
2.3585283147727445,0.21382389507575184,13.0,1.2138238950757518,0.0,6.3585283147727445,4.427647790151504,1.0,1.7861761049242482,3.069119475378759
10.0,1.4275373283287944,8.857487557223735,0.8574875572237353,0.0,6.2874377861186765,1.1425124427762647,3.8574875572237355,5.0,2.9975870994338534
0.0,1.0,18.6005133586089,1.0,0.19974332069554934,6.800256679304451,2.0,2.8002566793044505,1.0,2.0
12.0,1.5298779899799173,9.705183015030125,1.0,1.0,2.5043904320642647,5.059755979959835,1.7649389949899588,0.7649389949899587,1.2350610050100412
9.558795115430602,0.4412048845693979,17.441204884569398,1.4412048845693979,0.5587951154306021,7.0,3.1175902308612042,2.441204884569398,1.7648195382775915,7.0
10.0,0.38525071836192193,22.38525071836192,0.6147492816380781,0.6147492816380781,6.385250718361922,3.5410028734476877,0.38525071836192193,0.0,2.0
1.9194219368967373,2.9194219368967373,17.0,0.4597109684483687,0.0,6.540289031551631,1.8388438737934747,2.459710968448369,0.5402890315516313,0.9194219368967373
4.692087395752738,1.0,16.846043697876368,0.8460436978763692,1.0,8.538131093629108,2.0,2.0,5.0,2.0
2.368464881549659,2.631535118450341,11.0,1.0,0.0,6.31576755922517,1.6842324407748295,1.631535118450341,0.6842324407748295,2.0
10.0,2.0,12.715294242844374,0.1423528785778131,0.0,6.142352878577813,3.715294242844374,1.857647121422187,3.284705757155626,1.8284705757155626
10.795116819772328,1.795116819772328,9.69267522965849,0.897558409886164,0.10244159011383602,11.48779204943082,0.10244159011383602,1.204883180227672,5.0,2.0
9.389846916100861,1.0,13.779693832201723,0.6101530838991386,0.0,7.830459251697416,4.0,3.3898469161008613,0.6101530838991386,2.7796938322017226
9.996534514001505,2.0,17.50519822899774,0.5017327429992472,0.5017327429992472,7.0,4.0,2.0,1.0,2.0
1.2871603118506996,0.7128396881493003,5.0,0.2871603118506997,0.0,7.574320623701399,2.4277038128895803,1.1722961871104198,5.0,2.0
10.608853250222202,1.0,13.826559750666608,0.0,0.0,6.0,2.0,0.39114674977779773,5.0,4.5645869991111905
9.983675006347813,4.0,3.9673500126956274,0.0,0.016324993652186426,8.967350012695627,3.9673500126956274,2.590205003808688,4.934700025391255,2.0
10.0,1.1900887921642034,0.5702663764926098,1.0,0.0,6.57026637649261,4.0,4.0,5.0,2.8099112078357966
2.1019105475070368,2.652865821260555,17.0,0.5509552737535184,0.0,6.0,2.652865821260555,2.5509552737535186,0.4490447262464816,2.8980894524929632
16.0,1.245278493143339,18.16351899542889,0.9182405022855537,0.0,5.327037990857786,4.163518995428893,1.9182405022855535,1.245278493143339,2.0
9.085262940091475,1.9147370599085243,16.255788820274425,1.0,0.0,6.914737059908524,2.0,1.8294741198170485,0.3410517603659029,3.085262940091476
1.0,2.4860405396835206,16.495346846561173,1.5046531534388263,0.5046531534388264,7.990693693122347,2.9906936931223473,0.5046531534388264,5.0,3.0093063068776527
15.325954989993093,1.1348090020013815,16.865190997998617,0.0,0.0,7.0,2.269618004002763,1.1348090020013815,0.13480900200138146,6.325954989993093
10.814957967492903,2.8149579674929024,17.555126097521292,1.1850420325070976,1.5551260975212924,7.0,4.0,2.1850420325070976,4.185042032507098,4.925210162535487
0.4148348134966524,0.4148348134966524,15.829669626993304,0.4148348134966524,0.0,7.0,1.4148348134966524,2.502198223804017,0.0,2.0
1.4536679682854865,0.6805019524282296,14.907335936570973,0.22683398414274325,0.0,4.546332031714513,4.0,0.4536679682854865,1.7731660158572566,2.0
10.0,1.0,13.46252363141059,0.5374763685894097,0.0,8.074952737178819,6.0,1.0,2.6873818429470484,2.4625236314105905
10.407767843873653,0.7961160780631734,8.0,0.20388392193682658,0.20388392193682658,7.407767843873653,2.0,0.20388392193682658,0.0,2.2038839219368267
8.904042370081918,2.9760105925204794,13.0,1.0,0.0,6.0,2.9760105925204794,3.9760105925204794,2.9520211850409583,2.0
1.8817234623204957,1.5591382688397522,12.440861731160247,0.5591382688397522,0.0,7.6774148065192565,2.0,0.8817234623204957,5.0,1.8881723462320497
0.0,0.0,16.355815284473643,1.0,0.8389538211184104,1.1610461788815896,5.033722926710462,0.6441847155263583,1.4831385366447687,2.0
16.0,1.374274417195643,17.561411625793465,0.18713720859782146,0.18713720859782146,6.812862791402178,2.2245646503173857,0.8128627914021785,0.0,6.064313957010893
9.563694369042835,3.0,0.0,0.43630563095716435,0.0,7.0,0.0,1.0,2.8184718452141784,2.0
17.115845853122206,1.442077073438898,9.884154146877796,1.8841541468777956,2.210385367194489,6.557922926561102,3.115845853122204,1.557922926561102,5.0,1.1158458531222044
0.2743870902057053,0.0,19.823161270617117,0.0,0.2743870902057053,7.290245163917718,4.902451639177179,1.8231612706171159,2.4512258195885894,7.0
4.736155583153063,2.736155583153063,16.736155583153064,0.0,0.8680777915765315,6.0,2.0,2.0,0.26384441684693694,0.26384441684693694
9.055047248177662,3.834858255467013,16.05504724817766,0.0,0.9449527518223376,6.0550472481776625,2.0110094496355324,2.9449527518223375,0.05504724817766238,2.0
